,rectal_temp,pulse,respiratory_rate,nasogastric_reflux_ph,packed_cell_volume,total_protein,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,temp_of_extremities_is_cool,temp_of_extremities_is_cold,temp_of_extremities_is_normal,temp_of_extremities_is_warm,peripheral_pulse_is_reduced,peripheral_pulse_is_normal,peripheral_pulse_is_absent,peripheral_pulse_is_increased,nasogastric_reflux_is_less_1_liter,nasogastric_reflux_is_more_1_liter,nasogastric_reflux_is_none,nasogastric_reflux_is_slight,abdominal_distention_is_slight,abdominal_distention_is_moderate,abdominal_distention_is_none,abdominal_distention_is_severe,capillary_refill_time_is_more_3_sec,capillary_refill_time_is_less_3_sec,capillary_refill_time_is_3,peristalsis_is_absent,peristalsis_is_hypomotile,peristalsis_is_normal,peristalsis_is_hypermotile,peristalsis_is_distend_small,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,abdomo_appearance_is_serosanguious,abdomo_appearance_is_cloudy,abdomo_appearance_is_clear,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,rectal_exam_feces_is_decreased,rectal_exam_feces_is_absent,rectal_exam_feces_is_normal,rectal_exam_feces_is_increased,rectal_exam_feces_is_serosanguious,pain_is_depressed,pain_is_mild_pain,pain_is_extreme_pain,pain_is_alert,pain_is_severe_pain,pain_is_slight,nasogastric_tube_is_slight,nasogastric_tube_is_none,nasogastric_tube_is_significant,outcome
280,0.25092175714505904,-0.8101938467718823,2.30737714503316,1.3515678668018292,-0.8168259027524111,2.085528851746579,-1.4421507862903418,0.08602463370655056,-0.07546531948629838,-0.040274806222011794,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2
362,0.37776922749878733,-0.9476657710369472,1.2736536710777753,0.5770034512564653,0.32260932680243926,-0.5320708792861165,-0.24609281434311575,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
475,-1.0175529463922055,-1.085137695302012,-1.0978295927022248,0.31881531274134417,-0.057202416382510855,-0.5020697362370312,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1038,-0.0027731835623884637,1.1831490550715582,-0.8546005400068403,1.3515678668018292,0.7024210699873894,-0.49831959335589554,0.761113898875601,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
810,0.5046166978525156,0.5645253958787663,-0.003298855572994037,1.093379728286708,0.9872798773761019,-0.5208204506427095,1.3276676750611294,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
233,-0.0027731835623884637,-0.46651403610922015,-0.9762150663545325,-0.7139372413191407,-1.5764493891223113,-0.5770725938597445,0.19456012269007292,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
423,-1.271247887099653,0.28958154734863656,-0.368142434616071,-1.2303135183493832,0.7024210699873894,2.2730359958033626,-0.8126465905286439,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
665,1.3925489903285955,0.1521096230835717,0.6047737761654676,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
755,0.8851591089136914,-0.8789298089044147,-0.368142434616071,1.3515678668018292,-0.057202416382510855,-0.4833190218313529,2.964378584041544,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
666,0.5046166978525156,-0.8789298089044147,-0.9762150663545325,1.3515678668018292,-1.1016847101411236,-0.5658221652163375,0.38341138141858216,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
1125,-1.3980953574533814,0.1521096230835717,-0.003298855572994037,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-1.4421507862903418,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
609,-1.271247887099653,-1.085137695302012,-0.8546005400068403,0.06062717422622297,-0.8168259027524111,-0.3820651640406899,-0.434944073071625,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
141,0.12407428679133078,-1.1882416385008108,-1.0978295927022248,0.5253658235534413,-1.006731774344886,-0.5395711650483879,-1.1273986884094929,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
997,-0.12962065391611674,-0.6727219225068175,0.7263883025131599,-1.2303135183493832,-1.196637645937361,1.7105145636330126,-1.4421507862903418,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
905,-0.763858005684749,-0.9476657710369472,-0.8546005400068403,-1.2303135183493832,0.7024210699873894,1.523007419576229,-1.4421507862903418,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
866,1.3925489903285955,0.28958154734863656,-0.368142434616071,-0.19756096428889824,0.22765639100620172,-0.49831959335589554,-0.434944073071625,-0.13036933583110188,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
224,-0.5101630649773016,-0.26030614971162286,0.7263883025131599,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
221,2.66102369386586,1.1831490550715582,0.3615447234700829,-0.19756096428889824,0.03775051941372667,-0.5395711650483879,0.5093122205709216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
292,-0.0027731835623884637,2.9015481083848687,3.2802933558146985,0.31881531274134417,-0.15215535217874837,-0.5245705935238452,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77,-1.271247887099653,-0.5352499982417526,-0.12491338192068635,0.5770034512564653,0.4175622625986768,-0.5133201648804382,0.005708863961563362,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12,-0.12962065391611674,2.9015481083848687,0.3615447234700829,0.8351915897715866,-0.5319670953636985,-0.550821593691795,0.19456012269007292,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
443,2.66102369386586,0.014637698818506841,0.3615447234700829,1.3515678668018292,0.4175622625986768,-0.5583218794540662,0.06865928353773322,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
524,-1.271247887099653,-0.26030614971162286,-0.003298855572994037,-0.7139372413191407,-0.5319670953636985,-0.5770725938597445,0.19456012269007292,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
744,0.12407428679133078,-0.6727219225068175,-0.732986013659148,-0.7139372413191407,-0.626920031159936,-0.49831959335589554,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
603,2.66102369386586,1.1831490550715582,0.3615447234700829,1.3515678668018292,1.2721386847648146,-0.49831959335589554,0.761113898875601,0.6564509139503623,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1144,1.5193964606823238,1.1831490550715582,1.8209190396423907,1.3515678668018292,0.7024210699873894,-0.4795688789502172,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
398,-0.5101630649773016,-0.6727219225068175,-1.0978295927022248,0.8351915897715866,-1.196637645937361,-0.5395711650483879,0.005708863961563362,-0.29910510969677134,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
932,-0.5101630649773016,-1.085137695302012,-0.6113714873114556,0.4737281958504168,-0.437014159567461,2.010525994123866,-1.4421507862903418,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
439,-0.5101630649773016,0.014637698818506841,0.8480028288608521,-0.7139372413191407,-0.2471082879749859,-0.5620720223352018,1.2017668359087896,-0.281992321289457,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
599,0.8851591089136914,0.1521096230835717,0.3615447234700829,0.06062717422622297,-0.437014159567461,-0.5695723080974733,-0.434944073071625,-0.14858617510340427,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
303,-1.3980953574533814,0.1521096230835717,0.6047737761654676,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
462,-1.1444004167459338,0.28958154734863656,-0.368142434616071,-1.7466897953796257,1.556997492153527,-0.5770725938597445,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
259,-0.0027731835623884637,0.28958154734863656,-0.003298855572994037,-1.2303135183493832,0.32260932680243926,2.010525994123866,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
386,-0.5101630649773016,0.1521096230835717,0.11831567077469828,1.3515678668018292,-0.437014159567461,-0.5545717365729306,-0.6237953318001346,-0.3000251520842614,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1142,0.6314641682062438,1.3893569414691553,1.0912318815562367,-1.2303135183493832,0.6074681341911519,1.5980102771989424,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1083,-0.12962065391611674,-0.15720220651282424,-0.732986013659148,1.3515678668018292,0.22765639100620172,-0.5470714508106592,0.6352130597232614,0.6213052947482436,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
107,-0.3833155946235733,-0.9476657710369472,-0.9762150663545325,-0.7139372413191407,-1.196637645937361,-0.6520754514824579,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
855,1.2657015199748762,0.7019973201438311,1.2736536710777753,-1.2303135183493832,0.03775051941372667,-0.31456259218024785,-0.8126465905286439,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
881,-0.256468124269845,-0.9476657710369472,-0.732986013659148,-1.2303135183493832,0.22765639100620172,2.010525994123866,-0.8126465905286439,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1218,-0.0027731835623884637,0.22084558521610412,-0.6113714873114556,0.06062717422622297,-0.437014159567461,-0.5770725938597445,0.38341138141858216,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
654,-0.6370105353310208,-0.26030614971162286,-0.12491338192068635,1.3515678668018292,-1.2915905817335986,-0.6145740226711012,0.38341138141858216,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
260,-0.5101630649773016,-0.46651403610922015,-0.12491338192068635,0.06062717422622297,0.4175622625986768,-0.4795688789502172,-0.434944073071625,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
614,-1.271247887099653,0.22084558521610412,-0.003298855572994037,-1.2303135183493832,-1.2915905817335986,1.523007419576229,-1.4421507862903418,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
168,1.5193964606823238,-0.8101938467718823,2.30737714503316,1.093379728286708,0.4175622625986768,-0.5395711650483879,-0.3719936534954552,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
273,-0.5101630649773016,0.28958154734863656,1.0912318815562367,0.008989546523198907,-0.15215535217874837,-0.4795688789502172,-0.24609281434311575,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
500,1.0120065792674195,-0.8101938467718823,0.6047737761654676,1.3515678668018292,-0.5319670953636985,-0.5208204506427095,-0.4978944926477949,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
359,0.37776922749878733,-0.39777807397668774,-1.0978295927022248,0.4737281958504168,-0.5319670953636985,-0.5395711650483879,-1.064448268833323,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
417,0.25092175714505904,-0.46651403610922015,0.11831567077469828,0.5770034512564653,-0.8168259027524111,-0.5620720223352018,0.6352130597232614,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
98,1.2657015199748762,0.839469244408896,1.2736536710777753,0.31881531274134417,-0.2471082879749859,-0.5208204506427095,-0.434944073071625,-0.31676992353657973,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
750,0.7583116385599631,0.1521096230835717,0.6047737761654676,1.3515678668018292,-0.2471082879749859,-0.5020697362370312,0.38341138141858216,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
839,-0.0027731835623884637,0.5645253958787663,0.7263883025131599,-1.2303135183493832,-0.7218729669561735,1.8605202788784392,-0.8126465905286439,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
43,-0.256468124269845,1.7330367521318175,-0.8546005400068403,-1.2303135183493832,0.22765639100620172,1.635511706010299,-0.8126465905286439,-0.11546464915376359,7.154920217020956,-0.040274806222011794,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1099,-0.0027731835623884637,0.28958154734863656,-0.6113714873114556,-1.7466897953796257,-1.4814964533260737,1.7480159924443692,-1.4421507862903418,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
466,0.37776922749878733,0.42705347161370144,-0.003298855572994037,-1.2303135183493832,0.22765639100620172,2.2355345669920057,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
122,-0.12962065391611674,0.42705347161370144,0.3615447234700829,0.06062717422622297,-1.1016847101411236,2.010525994123866,-1.4421507862903418,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
478,-0.12962065391611674,-1.3600815438321416,-0.8546005400068403,-1.7466897953796257,-1.7663552607147863,2.010525994123866,-1.4421507862903418,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,-0.3833155946235733,-0.39777807397668774,-0.6113714873114556,-0.7139372413191407,-0.5319670953636985,-0.5770725938597445,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1092,-0.5101630649773016,-0.6727219225068175,-0.8546005400068403,-1.2303135183493832,0.22765639100620172,2.010525994123866,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
623,0.12407428679133078,-0.8789298089044147,0.6047737761654676,1.3515678668018292,-1.3865435175298362,-0.5808227367408801,2.586676066584525,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
901,0.5046166978525156,-0.5352499982417526,-0.9762150663545325,-0.19756096428889824,-1.3865435175298362,-0.5808227367408801,0.06865928353773322,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
1130,0.25092175714505904,-0.9476657710369472,-0.003298855572994037,-0.19756096428889824,-1.196637645937361,-0.5545717365729306,1.07586599675645,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
627,0.25092175714505904,-0.6727219225068175,-0.6113714873114556,1.093379728286708,-0.15215535217874837,-0.5170703077615739,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
